,Country/Region,Province/State,Latitude,Longitude,Confirmed,Recovered,Deaths,Date
313742,Australia,South Australia,-34.9285,138.6007,438.0,427.0,4.0,2020-05-04
313744,Australia,Tasmania,-42.8821,147.3272,221.0,165.0,13.0,2020-05-04
313748,Australia,Victoria,-37.8136,144.9631,1423.0,1311.0,18.0,2020-05-04
313750,Australia,Western Australia,-31.9505,115.8605,551.0,528.0,9.0,2020-05-04
316879,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,103.0,3.0,2020-05-05
316926,Australia,New South Wales,-33.8688,151.2093,3042.0,2418.0,44.0,2020-05-05
316930,Australia,Northern Territory,-12.4634,130.8456,29.0,26.0,0.0,2020-05-05
316939,Australia,Queensland,-27.4698,153.0251,1043.0,985.0,6.0,2020-05-05
316952,Australia,South Australia,-34.9285,138.6007,438.0,429.0,4.0,2020-05-05
316954,Australia,Tasmania,-42.8821,147.3272,225.0,165.0,13.0,2020-05-05
316958,Australia,Victoria,-37.8136,144.9631,1440.0,1321.0,18.0,2020-05-05
316960,Australia,Western Australia,-31.9505,115.8605,551.0,528.0,9.0,2020-05-05
320096,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,103.0,3.0,2020-05-06
320143,Australia,New South Wales,-33.8688,151.2093,3044.0,2463.0,44.0,2020-05-06
320147,Australia,Northern Territory,-12.4634,130.8456,29.0,27.0,0.0,2020-05-06
320156,Australia,Queensland,-27.4698,153.0251,1045.0,989.0,6.0,2020-05-06
320169,Australia,South Australia,-34.9285,138.6007,438.0,432.0,4.0,2020-05-06
320171,Australia,Tasmania,-42.8821,147.3272,226.0,167.0,13.0,2020-05-06
320175,Australia,Victoria,-37.8136,144.9631,1454.0,1322.0,18.0,2020-05-06
320177,Australia,Western Australia,-31.9505,115.8605,551.0,528.0,9.0,2020-05-06
323320,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,103.0,3.0,2020-05-07
323367,Australia,New South Wales,-33.8688,151.2093,3047.0,2486.0,44.0,2020-05-07
323371,Australia,Northern Territory,-12.4634,130.8456,29.0,27.0,0.0,2020-05-07
323380,Australia,Queensland,-27.4698,153.0251,1045.0,994.0,6.0,2020-05-07
323393,Australia,South Australia,-34.9285,138.6007,439.0,433.0,4.0,2020-05-07
323395,Australia,Tasmania,-42.8821,147.3272,227.0,174.0,13.0,2020-05-07
323399,Australia,Victoria,-37.8136,144.9631,1467.0,1327.0,18.0,2020-05-07
323401,Australia,Western Australia,-31.9505,115.8605,552.0,534.0,9.0,2020-05-07
326551,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,103.0,3.0,2020-05-08
326598,Australia,New South Wales,-33.8688,151.2093,3051.0,2504.0,44.0,2020-05-08
326602,Australia,Northern Territory,-12.4634,130.8456,29.0,27.0,0.0,2020-05-08
326611,Australia,Queensland,-27.4698,153.0251,1045.0,1019.0,6.0,2020-05-08
326624,Australia,South Australia,-34.9285,138.6007,439.0,433.0,4.0,2020-05-08
326626,Australia,Tasmania,-42.8821,147.3272,227.0,175.0,13.0,2020-05-08
326630,Australia,Victoria,-37.8136,144.9631,1468.0,1327.0,18.0,2020-05-08
326632,Australia,Western Australia,-31.9505,115.8605,552.0,534.0,9.0,2020-05-08
329784,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-09
329831,Australia,New South Wales,-33.8688,151.2093,3053.0,2504.0,44.0,2020-05-09
329835,Australia,Northern Territory,-12.4634,130.8456,29.0,27.0,0.0,2020-05-09
329844,Australia,Queensland,-27.4698,153.0251,1045.0,1019.0,6.0,2020-05-09
329857,Australia,South Australia,-34.9285,138.6007,439.0,433.0,4.0,2020-05-09
329859,Australia,Tasmania,-42.8821,147.3272,227.0,182.0,13.0,2020-05-09
329863,Australia,Victoria,-37.8136,144.9631,1487.0,1336.0,18.0,2020-05-09
329865,Australia,Western Australia,-31.9505,115.8605,552.0,536.0,9.0,2020-05-09
333019,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-10
333066,Australia,New South Wales,-33.8688,151.2093,3053.0,2517.0,44.0,2020-05-10
333070,Australia,Northern Territory,-12.4634,130.8456,29.0,27.0,0.0,2020-05-10
333079,Australia,Queensland,-27.4698,153.0251,1045.0,1021.0,6.0,2020-05-10
333092,Australia,South Australia,-34.9285,138.6007,439.0,434.0,4.0,2020-05-10
333094,Australia,Tasmania,-42.8821,147.3272,227.0,182.0,13.0,2020-05-10
333098,Australia,Victoria,-37.8136,144.9631,1496.0,1346.0,18.0,2020-05-10
333100,Australia,Western Australia,-31.9505,115.8605,552.0,536.0,9.0,2020-05-10
336254,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-11
336301,Australia,New South Wales,-33.8688,151.2093,3053.0,2543.0,44.0,2020-05-11
336305,Australia,Northern Territory,-12.4634,130.8456,29.0,27.0,0.0,2020-05-11
336314,Australia,Queensland,-27.4698,153.0251,1051.0,1027.0,6.0,2020-05-11
336327,Australia,South Australia,-34.9285,138.6007,439.0,434.0,4.0,2020-05-11
336329,Australia,Tasmania,-42.8821,147.3272,227.0,182.0,13.0,2020-05-11
336333,Australia,Victoria,-37.8136,144.9631,1511.0,1360.0,18.0,2020-05-11
336335,Australia,Western Australia,-31.9505,115.8605,553.0,536.0,9.0,2020-05-11
339492,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-12
339539,Australia,New South Wales,-33.8688,151.2093,3059.0,2571.0,45.0,2020-05-12
339543,Australia,Northern Territory,-12.4634,130.8456,29.0,27.0,0.0,2020-05-12
339552,Australia,Queensland,-27.4698,153.0251,1052.0,1028.0,6.0,2020-05-12
339565,Australia,South Australia,-34.9285,138.6007,439.0,434.0,4.0,2020-05-12
339567,Australia,Tasmania,-42.8821,147.3272,227.0,184.0,13.0,2020-05-12
339571,Australia,Victoria,-37.8136,144.9631,1514.0,1385.0,18.0,2020-05-12
339573,Australia,Western Australia,-31.9505,115.8605,553.0,537.0,9.0,2020-05-12
342731,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-13
342778,Australia,New South Wales,-33.8688,151.2093,3063.0,2595.0,45.0,2020-05-13
342782,Australia,Northern Territory,-12.4634,130.8456,29.0,27.0,0.0,2020-05-13
342791,Australia,Queensland,-27.4698,153.0251,1051.0,1030.0,6.0,2020-05-13
342804,Australia,South Australia,-34.9285,138.6007,439.0,434.0,4.0,2020-05-13
342806,Australia,Tasmania,-42.8821,147.3272,227.0,184.0,13.0,2020-05-13
342810,Australia,Victoria,-37.8136,144.9631,1521.0,1385.0,18.0,2020-05-13
342812,Australia,Western Australia,-31.9505,115.8605,552.0,538.0,9.0,2020-05-13
345977,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-14
346057,Australia,New South Wales,-33.8688,151.2093,3071.0,2605.0,45.0,2020-05-14
346063,Australia,Northern Territory,-12.4634,130.8456,29.0,27.0,0.0,2020-05-14
346077,Australia,Queensland,-27.4698,153.0251,1054.0,1031.0,6.0,2020-05-14
346096,Australia,South Australia,-34.9285,138.6007,439.0,434.0,4.0,2020-05-14
346098,Australia,Tasmania,-42.8821,147.3272,227.0,188.0,13.0,2020-05-14
346108,Australia,Victoria,-37.8136,144.9631,1540.0,1407.0,18.0,2020-05-14
346110,Australia,Western Australia,-31.9505,115.8605,552.0,538.0,9.0,2020-05-14
349278,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-15
349358,Australia,New South Wales,-33.8688,151.2093,3074.0,2611.0,45.0,2020-05-15
349364,Australia,Northern Territory,-12.4634,130.8456,29.0,27.0,0.0,2020-05-15
349378,Australia,Queensland,-27.4698,153.0251,1055.0,1036.0,6.0,2020-05-15
349397,Australia,South Australia,-34.9285,138.6007,439.0,435.0,4.0,2020-05-15
349399,Australia,Tasmania,-42.8821,147.3272,228.0,191.0,13.0,2020-05-15
349409,Australia,Victoria,-37.8136,144.9631,1551.0,1417.0,18.0,2020-05-15
349411,Australia,Western Australia,-31.9505,115.8605,552.0,538.0,9.0,2020-05-15
352583,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-16
352663,Australia,New South Wales,-33.8688,151.2093,3075.0,2611.0,45.0,2020-05-16
352669,Australia,Northern Territory,-12.4634,130.8456,29.0,27.0,0.0,2020-05-16
352683,Australia,Queensland,-27.4698,153.0251,1055.0,1037.0,6.0,2020-05-16
352702,Australia,South Australia,-34.9285,138.6007,439.0,435.0,4.0,2020-05-16
352704,Australia,Tasmania,-42.8821,147.3272,228.0,192.0,13.0,2020-05-16
352714,Australia,Victoria,-37.8136,144.9631,1558.0,1417.0,18.0,2020-05-16
352716,Australia,Western Australia,-31.9505,115.8605,553.0,541.0,9.0,2020-05-16
355891,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-17
355971,Australia,New South Wales,-33.8688,151.2093,3076.0,2612.0,46.0,2020-05-17
355977,Australia,Northern Territory,-12.4634,130.8456,29.0,27.0,0.0,2020-05-17
355991,Australia,Queensland,-27.4698,153.0251,1057.0,1038.0,6.0,2020-05-17
356010,Australia,South Australia,-34.9285,138.6007,439.0,435.0,4.0,2020-05-17
356012,Australia,Tasmania,-42.8821,147.3272,228.0,194.0,13.0,2020-05-17
356022,Australia,Victoria,-37.8136,144.9631,1564.0,1439.0,18.0,2020-05-17
356024,Australia,Western Australia,-31.9505,115.8605,554.0,543.0,9.0,2020-05-17
359200,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-18
359280,Australia,New South Wales,-33.8688,151.2093,3078.0,2614.0,46.0,2020-05-18
359286,Australia,Northern Territory,-12.4634,130.8456,29.0,27.0,0.0,2020-05-18
359300,Australia,Queensland,-27.4698,153.0251,1057.0,1039.0,6.0,2020-05-18
359319,Australia,South Australia,-34.9285,138.6007,439.0,435.0,4.0,2020-05-18
359321,Australia,Tasmania,-42.8821,147.3272,228.0,195.0,13.0,2020-05-18
359331,Australia,Victoria,-37.8136,144.9631,1573.0,1454.0,18.0,2020-05-18
359333,Australia,Western Australia,-31.9505,115.8605,557.0,545.0,9.0,2020-05-18
362514,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-19
362595,Australia,New South Wales,-33.8688,151.2093,3081.0,2631.0,47.0,2020-05-19
362601,Australia,Northern Territory,-12.4634,130.8456,29.0,27.0,0.0,2020-05-19
362615,Australia,Queensland,-27.4698,153.0251,1058.0,1040.0,6.0,2020-05-19
362634,Australia,South Australia,-34.9285,138.6007,439.0,435.0,4.0,2020-05-19
362636,Australia,Tasmania,-42.8821,147.3272,228.0,195.0,13.0,2020-05-19
362646,Australia,Victoria,-37.8136,144.9631,1573.0,1454.0,18.0,2020-05-19
362648,Australia,Western Australia,-31.9505,115.8605,557.0,545.0,9.0,2020-05-19
365844,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-20
365958,Australia,New South Wales,-33.8688,151.2093,3082.0,2648.0,47.0,2020-05-20
365964,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-05-20
365988,Australia,Queensland,-27.4698,153.0251,1058.0,1040.0,6.0,2020-05-20
366020,Australia,South Australia,-34.9285,138.6007,439.0,435.0,4.0,2020-05-20
366025,Australia,Tasmania,-42.8821,147.3272,228.0,196.0,13.0,2020-05-20
366042,Australia,Victoria,-37.8136,144.9631,1581.0,1473.0,18.0,2020-05-20
366044,Australia,Western Australia,-31.9505,115.8605,557.0,545.0,9.0,2020-05-20
369241,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-21
369355,Australia,New South Wales,-33.8688,151.2093,3084.0,2648.0,48.0,2020-05-21
369361,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-05-21
369385,Australia,Queensland,-27.4698,153.0251,1058.0,1040.0,6.0,2020-05-21
369417,Australia,South Australia,-34.9285,138.6007,439.0,435.0,4.0,2020-05-21
369422,Australia,Tasmania,-42.8821,147.3272,228.0,198.0,13.0,2020-05-21
369439,Australia,Victoria,-37.8136,144.9631,1593.0,1479.0,18.0,2020-05-21
369441,Australia,Western Australia,-31.9505,115.8605,557.0,545.0,9.0,2020-05-21
372645,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-22
372759,Australia,New South Wales,-33.8688,151.2093,3086.0,2653.0,48.0,2020-05-22
372765,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-05-22
372789,Australia,Queensland,-27.4698,153.0251,1060.0,1041.0,6.0,2020-05-22
372821,Australia,South Australia,-34.9285,138.6007,439.0,435.0,4.0,2020-05-22
372826,Australia,Tasmania,-42.8821,147.3272,228.0,199.0,13.0,2020-05-22
372843,Australia,Victoria,-37.8136,144.9631,1593.0,1479.0,18.0,2020-05-22
372845,Australia,Western Australia,-31.9505,115.8605,557.0,545.0,9.0,2020-05-22
376051,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-23
376165,Australia,New South Wales,-33.8688,151.2093,3087.0,2653.0,48.0,2020-05-23
376171,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-05-23
376195,Australia,Queensland,-27.4698,153.0251,1061.0,1041.0,6.0,2020-05-23
376227,Australia,South Australia,-34.9285,138.6007,439.0,435.0,4.0,2020-05-23
376232,Australia,Tasmania,-42.8821,147.3272,228.0,199.0,13.0,2020-05-23
376249,Australia,Victoria,-37.8136,144.9631,1603.0,1498.0,19.0,2020-05-23
376251,Australia,Western Australia,-31.9505,115.8605,560.0,549.0,9.0,2020-05-23
379461,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-24
379575,Australia,New South Wales,-33.8688,151.2093,3090.0,2656.0,48.0,2020-05-24
379581,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-05-24
379605,Australia,Queensland,-27.4698,153.0251,1056.0,1038.0,6.0,2020-05-24
379637,Australia,South Australia,-34.9285,138.6007,439.0,435.0,4.0,2020-05-24
379642,Australia,Tasmania,-42.8821,147.3272,228.0,200.0,13.0,2020-05-24
379659,Australia,Victoria,-37.8136,144.9631,1605.0,1520.0,19.0,2020-05-24
379661,Australia,Western Australia,-31.9505,115.8605,560.0,549.0,9.0,2020-05-24
382872,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-25
382986,Australia,New South Wales,-33.8688,151.2093,3092.0,2661.0,48.0,2020-05-25
382992,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-05-25
383016,Australia,Queensland,-27.4698,153.0251,1057.0,1039.0,6.0,2020-05-25
383048,Australia,South Australia,-34.9285,138.6007,439.0,435.0,4.0,2020-05-25
383053,Australia,Tasmania,-42.8821,147.3272,228.0,202.0,13.0,2020-05-25
383070,Australia,Victoria,-37.8136,144.9631,1610.0,1533.0,19.0,2020-05-25
383072,Australia,Western Australia,-31.9505,115.8605,564.0,549.0,9.0,2020-05-25
386284,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-26
386398,Australia,New South Wales,-33.8688,151.2093,3089.0,2663.0,48.0,2020-05-26
386404,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-05-26
386428,Australia,Queensland,-27.4698,153.0251,1058.0,1044.0,7.0,2020-05-26
386460,Australia,South Australia,-34.9285,138.6007,440.0,435.0,4.0,2020-05-26
386465,Australia,Tasmania,-42.8821,147.3272,228.0,203.0,13.0,2020-05-26
386482,Australia,Victoria,-37.8136,144.9631,1618.0,1533.0,19.0,2020-05-26
386484,Australia,Western Australia,-31.9505,115.8605,570.0,549.0,9.0,2020-05-26
389700,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-27
389814,Australia,New South Wales,-33.8688,151.2093,3090.0,2670.0,48.0,2020-05-27
389820,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-05-27
389844,Australia,Queensland,-27.4698,153.0251,1058.0,1045.0,7.0,2020-05-27
389876,Australia,South Australia,-34.9285,138.6007,440.0,435.0,4.0,2020-05-27
389881,Australia,Tasmania,-42.8821,147.3272,228.0,203.0,13.0,2020-05-27
389898,Australia,Victoria,-37.8136,144.9631,1628.0,1544.0,19.0,2020-05-27
389900,Australia,Western Australia,-31.9505,115.8605,570.0,549.0,9.0,2020-05-27
393130,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-28
393298,Australia,New South Wales,-33.8688,151.2093,3092.0,2666.0,48.0,2020-05-28
393306,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-05-28
393339,Australia,Queensland,-27.4698,153.0251,1058.0,1045.0,7.0,2020-05-28
393381,Australia,South Australia,-34.9285,138.6007,440.0,435.0,4.0,2020-05-28
393388,Australia,Tasmania,-42.8821,147.3272,228.0,203.0,13.0,2020-05-28
393417,Australia,Victoria,-37.8136,144.9631,1634.0,1544.0,19.0,2020-05-28
393420,Australia,Western Australia,-31.9505,115.8605,577.0,550.0,9.0,2020-05-28
396653,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-29
396822,Australia,New South Wales,-33.8688,151.2093,3092.0,2683.0,48.0,2020-05-29
396830,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-05-29
396863,Australia,Queensland,-27.4698,153.0251,1058.0,1045.0,7.0,2020-05-29
396905,Australia,South Australia,-34.9285,138.6007,440.0,435.0,4.0,2020-05-29
396912,Australia,Tasmania,-42.8821,147.3272,228.0,205.0,13.0,2020-05-29
396941,Australia,Victoria,-37.8136,144.9631,1645.0,1553.0,19.0,2020-05-29
396944,Australia,Western Australia,-31.9505,115.8605,585.0,551.0,9.0,2020-05-29
400179,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-30
400348,Australia,New South Wales,-33.8688,151.2093,3095.0,2685.0,48.0,2020-05-30
400356,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-05-30
400389,Australia,Queensland,-27.4698,153.0251,1058.0,1046.0,7.0,2020-05-30
400431,Australia,South Australia,-34.9285,138.6007,440.0,435.0,4.0,2020-05-30
400438,Australia,Tasmania,-42.8821,147.3272,228.0,206.0,13.0,2020-05-30
400468,Australia,Victoria,-37.8136,144.9631,1649.0,1557.0,19.0,2020-05-30
400471,Australia,Western Australia,-31.9505,115.8605,586.0,552.0,9.0,2020-05-30
403707,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-05-31
403876,Australia,New South Wales,-33.8688,151.2093,3098.0,2685.0,48.0,2020-05-31
403884,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-05-31
403917,Australia,Queensland,-27.4698,153.0251,1058.0,1046.0,7.0,2020-05-31
403959,Australia,South Australia,-34.9285,138.6007,440.0,435.0,4.0,2020-05-31
403966,Australia,Tasmania,-42.8821,147.3272,228.0,207.0,13.0,2020-05-31
403996,Australia,Victoria,-37.8136,144.9631,1653.0,1560.0,19.0,2020-05-31
403999,Australia,Western Australia,-31.9505,115.8605,589.0,552.0,9.0,2020-05-31
407243,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-06-01
407468,Australia,New South Wales,-33.8688,151.2093,3104.0,2687.0,48.0,2020-06-01
407478,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-06-01
407522,Australia,Queensland,-27.4698,153.0251,1059.0,1048.0,6.0,2020-06-01
407574,Australia,South Australia,-34.9285,138.6007,440.0,435.0,4.0,2020-06-01
407585,Australia,Tasmania,-42.8821,147.3272,228.0,207.0,13.0,2020-06-01
407625,Australia,Victoria,-37.8136,144.9631,1663.0,1563.0,19.0,2020-06-01
407634,Australia,Western Australia,-31.9505,115.8605,591.0,553.0,9.0,2020-06-01
410887,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-06-02
411111,Australia,New South Wales,-33.8688,151.2093,3104.0,2691.0,48.0,2020-06-02
411121,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-06-02
411165,Australia,Queensland,-27.4698,153.0251,1059.0,1047.0,6.0,2020-06-02
411217,Australia,South Australia,-34.9285,138.6007,440.0,435.0,4.0,2020-06-02
411228,Australia,Tasmania,-42.8821,147.3272,228.0,208.0,13.0,2020-06-02
411268,Australia,Victoria,-37.8136,144.9631,1670.0,1569.0,19.0,2020-06-02
411277,Australia,Western Australia,-31.9505,115.8605,592.0,553.0,9.0,2020-06-02
414532,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-06-03
414757,Australia,New South Wales,-33.8688,151.2093,3106.0,2700.0,48.0,2020-06-03
414767,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-06-03
414811,Australia,Queensland,-27.4698,153.0251,1060.0,1046.0,6.0,2020-06-03
414863,Australia,South Australia,-34.9285,138.6007,440.0,435.0,4.0,2020-06-03
414874,Australia,Tasmania,-42.8821,147.3272,228.0,208.0,13.0,2020-06-03
414914,Australia,Victoria,-37.8136,144.9631,1678.0,1569.0,19.0,2020-06-03
414923,Australia,Western Australia,-31.9505,115.8605,592.0,557.0,9.0,2020-06-03
418179,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-06-04
418404,Australia,New South Wales,-33.8688,151.2093,3110.0,2714.0,48.0,2020-06-04
418414,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-06-04
418458,Australia,Queensland,-27.4698,153.0251,1060.0,1049.0,6.0,2020-06-04
418510,Australia,South Australia,-34.9285,138.6007,440.0,436.0,4.0,2020-06-04
418521,Australia,Tasmania,-42.8821,147.3272,228.0,208.0,13.0,2020-06-04
418561,Australia,Victoria,-37.8136,144.9631,1681.0,1586.0,19.0,2020-06-04
418570,Australia,Western Australia,-31.9505,115.8605,592.0,557.0,9.0,2020-06-04
421830,Australia,Australian Capital Territory,-35.4735,149.0124,107.0,104.0,3.0,2020-06-05
422064,Australia,New South Wales,-33.8688,151.2093,3110.0,2719.0,48.0,2020-06-05
422075,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-06-05
422121,Australia,Queensland,-27.4698,153.0251,1061.0,1049.0,6.0,2020-06-05
422175,Australia,South Australia,-34.9285,138.6007,440.0,436.0,4.0,2020-06-05
422187,Australia,Tasmania,-42.8821,147.3272,228.0,208.0,13.0,2020-06-05
422233,Australia,Victoria,-37.8136,144.9631,1681.0,1586.0,19.0,2020-06-05
422242,Australia,Western Australia,-31.9505,115.8605,596.0,557.0,9.0,2020-06-05
425503,Australia,Australian Capital Territory,-35.4735,149.0124,108.0,104.0,3.0,2020-06-06
425737,Australia,New South Wales,-33.8688,151.2093,3109.0,2723.0,48.0,2020-06-06
425748,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-06-06
425794,Australia,Queensland,-27.4698,153.0251,1061.0,1050.0,6.0,2020-06-06
425848,Australia,South Australia,-34.9285,138.6007,440.0,436.0,4.0,2020-06-06
425860,Australia,Tasmania,-42.8821,147.3272,228.0,209.0,13.0,2020-06-06
425906,Australia,Victoria,-37.8136,144.9631,1685.0,1593.0,19.0,2020-06-06
425915,Australia,Western Australia,-31.9505,115.8605,599.0,559.0,9.0,2020-06-06
429176,Australia,Australian Capital Territory,-35.4735,149.0124,108.0,104.0,3.0,2020-06-07
429410,Australia,New South Wales,-33.8688,151.2093,3112.0,2724.0,48.0,2020-06-07
429421,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-06-07
429467,Australia,Queensland,-27.4698,153.0251,1062.0,1050.0,6.0,2020-06-07
429521,Australia,South Australia,-34.9285,138.6007,440.0,436.0,4.0,2020-06-07
429533,Australia,Tasmania,-42.8821,147.3272,228.0,209.0,13.0,2020-06-07
429579,Australia,Victoria,-37.8136,144.9631,1687.0,1595.0,19.0,2020-06-07
429588,Australia,Western Australia,-31.9505,115.8605,599.0,559.0,9.0,2020-06-07
432850,Australia,Australian Capital Territory,-35.4735,149.0124,108.0,104.0,3.0,2020-06-08
433085,Australia,New South Wales,-33.8688,151.2093,3114.0,2729.0,48.0,2020-06-08
433096,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-06-08
433142,Australia,Queensland,-27.4698,153.0251,1062.0,1051.0,6.0,2020-06-08
433196,Australia,South Australia,-34.9285,138.6007,440.0,436.0,4.0,2020-06-08
433208,Australia,Tasmania,-42.8821,147.3272,228.0,209.0,13.0,2020-06-08
433253,Australia,Victoria,-37.8136,144.9631,1687.0,1602.0,19.0,2020-06-08
433262,Australia,Western Australia,-31.9505,115.8605,599.0,560.0,9.0,2020-06-08
436526,Australia,Australian Capital Territory,-35.4735,149.0124,108.0,104.0,3.0,2020-06-09
436761,Australia,New South Wales,-33.8688,151.2093,3117.0,2735.0,48.0,2020-06-09
436772,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-06-09
436818,Australia,Queensland,-27.4698,153.0251,1062.0,1051.0,6.0,2020-06-09
436872,Australia,South Australia,-34.9285,138.6007,440.0,436.0,4.0,2020-06-09
436884,Australia,Tasmania,-42.8821,147.3272,228.0,209.0,13.0,2020-06-09
436929,Australia,Victoria,-37.8136,144.9631,1691.0,1616.0,19.0,2020-06-09
436938,Australia,Western Australia,-31.9505,115.8605,599.0,560.0,9.0,2020-06-09
440208,Australia,Australian Capital Territory,-35.4735,149.0124,108.0,104.0,3.0,2020-06-10
440468,Australia,New South Wales,-33.8688,151.2093,3117.0,2738.0,48.0,2020-06-10
440479,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-06-10
440529,Australia,Queensland,-27.4698,153.0251,1063.0,1051.0,6.0,2020-06-10
440586,Australia,South Australia,-34.9285,138.6007,440.0,436.0,4.0,2020-06-10
440599,Australia,Tasmania,-42.8821,147.3272,228.0,209.0,13.0,2020-06-10
440649,Australia,Victoria,-37.8136,144.9631,1699.0,1621.0,19.0,2020-06-10
440659,Australia,Western Australia,-31.9505,115.8605,601.0,571.0,9.0,2020-06-10
443929,Australia,Australian Capital Territory,-35.4735,149.0124,108.0,104.0,3.0,2020-06-11
444190,Australia,New South Wales,-33.8688,151.2093,3115.0,2743.0,48.0,2020-06-11
444202,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-06-11
444252,Australia,Queensland,-27.4698,153.0251,1064.0,1051.0,6.0,2020-06-11
444310,Australia,South Australia,-34.9285,138.6007,440.0,436.0,4.0,2020-06-11
444323,Australia,Tasmania,-42.8821,147.3272,228.0,212.0,13.0,2020-06-11
444374,Australia,Victoria,-37.8136,144.9631,1703.0,1632.0,19.0,2020-06-11
444385,Australia,Western Australia,-31.9505,115.8605,602.0,575.0,9.0,2020-06-11
447669,Australia,Australian Capital Territory,-35.4735,149.0124,108.0,104.0,3.0,2020-06-12
447930,Australia,New South Wales,-33.8688,151.2093,3119.0,2763.0,48.0,2020-06-12
447942,Australia,Northern Territory,-12.4634,130.8456,29.0,29.0,0.0,2020-06-12
447992,Australia,Queensland,-27.4698,153.0251,1065.0,1051.0,6.0,2020-06-12
448050,Australia,South Australia,-34.9285,138.6007,440.0,436.0,4.0,2020-06-12
448063,Australia,Tasmania,-42.8821,147.3272,228.0,213.0,13.0,2020-06-12
448114,Australia,Victoria,-37.8136,144.9631,1703.0,1632.0,19.0,2020-06-12
448125,Australia,Western Australia,-31.9505,115.8605,602.0,575.0,9.0,2020-06-12
451412,Australia,Australian Capital Territory,-35.4735,149.0124,108.0,104.0,3.0,2020-06-13
