,Country/Region,Province/State,Latitude,Longitude,Confirmed,Recovered,Deaths,Date
604103,Australia,Tasmania,-42.8821,147.3272,229.0,215.0,13.0,2020-07-23
604152,Australia,Victoria,-37.8136,144.9631,7405.0,3298.0,55.0,2020-07-23
604163,Australia,Western Australia,-31.9505,115.8605,654.0,631.0,9.0,2020-07-23
607659,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,109.0,3.0,2020-07-24
607926,Australia,New South Wales,-33.8688,151.2093,3654.0,2988.0,49.0,2020-07-24
607940,Australia,Northern Territory,-12.4634,130.8456,31.0,30.0,0.0,2020-07-24
607990,Australia,Queensland,-27.4698,153.0251,1076.0,1063.0,6.0,2020-07-24
608048,Australia,South Australia,-34.9285,138.6007,447.0,441.0,4.0,2020-07-24
608061,Australia,Tasmania,-42.8821,147.3272,229.0,215.0,13.0,2020-07-24
608112,Australia,Victoria,-37.8136,144.9631,7744.0,3450.0,61.0,2020-07-24
608123,Australia,Western Australia,-31.9505,115.8605,656.0,642.0,9.0,2020-07-24
611591,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,109.0,3.0,2020-07-25
611858,Australia,New South Wales,-33.8688,151.2093,3668.0,2988.0,49.0,2020-07-25
611872,Australia,Northern Territory,-12.4634,130.8456,31.0,30.0,0.0,2020-07-25
611922,Australia,Queensland,-27.4698,153.0251,1076.0,1063.0,6.0,2020-07-25
611980,Australia,South Australia,-34.9285,138.6007,447.0,441.0,4.0,2020-07-25
611993,Australia,Tasmania,-42.8821,147.3272,229.0,215.0,13.0,2020-07-25
612043,Australia,Victoria,-37.8136,144.9631,8181.0,3529.0,71.0,2020-07-25
612054,Australia,Western Australia,-31.9505,115.8605,658.0,644.0,9.0,2020-07-25
615524,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,109.0,3.0,2020-07-26
615791,Australia,New South Wales,-33.8688,151.2093,3685.0,2989.0,49.0,2020-07-26
615805,Australia,Northern Territory,-12.4634,130.8456,31.0,30.0,0.0,2020-07-26
615855,Australia,Queensland,-27.4698,153.0251,1076.0,1063.0,6.0,2020-07-26
615913,Australia,South Australia,-34.9285,138.6007,447.0,441.0,4.0,2020-07-26
615926,Australia,Tasmania,-42.8821,147.3272,229.0,215.0,13.0,2020-07-26
615977,Australia,Victoria,-37.8136,144.9631,8696.0,3680.0,77.0,2020-07-26
615988,Australia,Western Australia,-31.9505,115.8605,658.0,647.0,9.0,2020-07-26
619457,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,109.0,3.0,2020-07-27
619724,Australia,New South Wales,-33.8688,151.2093,3699.0,2989.0,49.0,2020-07-27
619738,Australia,Northern Territory,-12.4634,130.8456,31.0,30.0,0.0,2020-07-27
619788,Australia,Queensland,-27.4698,153.0251,1076.0,1063.0,6.0,2020-07-27
619846,Australia,South Australia,-34.9285,138.6007,447.0,441.0,4.0,2020-07-27
619859,Australia,Tasmania,-42.8821,147.3272,229.0,215.0,13.0,2020-07-27
619910,Australia,Victoria,-37.8136,144.9631,9049.0,3817.0,83.0,2020-07-27
619921,Australia,Western Australia,-31.9505,115.8605,659.0,647.0,9.0,2020-07-27
623390,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,109.0,3.0,2020-07-28
623658,Australia,New South Wales,-33.8688,151.2093,3718.0,2989.0,49.0,2020-07-28
623672,Australia,Northern Territory,-12.4634,130.8456,31.0,30.0,0.0,2020-07-28
623722,Australia,Queensland,-27.4698,153.0251,1078.0,1063.0,6.0,2020-07-28
623780,Australia,South Australia,-34.9285,138.6007,448.0,441.0,4.0,2020-07-28
623793,Australia,Tasmania,-42.8821,147.3272,229.0,215.0,13.0,2020-07-28
623845,Australia,Victoria,-37.8136,144.9631,9304.0,4123.0,92.0,2020-07-28
623856,Australia,Western Australia,-31.9505,115.8605,661.0,647.0,9.0,2020-07-28
627328,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,109.0,3.0,2020-07-29
627596,Australia,New South Wales,-33.8688,151.2093,3736.0,2989.0,49.0,2020-07-29
627610,Australia,Northern Territory,-12.4634,130.8456,31.0,30.0,0.0,2020-07-29
627660,Australia,Queensland,-27.4698,153.0251,1082.0,1065.0,6.0,2020-07-29
627718,Australia,South Australia,-34.9285,138.6007,448.0,441.0,4.0,2020-07-29
627731,Australia,Tasmania,-42.8821,147.3272,229.0,215.0,13.0,2020-07-29
627782,Australia,Victoria,-37.8136,144.9631,9998.0,4123.0,105.0,2020-07-29
627793,Australia,Western Australia,-31.9505,115.8605,661.0,647.0,9.0,2020-07-29
631265,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,109.0,3.0,2020-07-30
631533,Australia,New South Wales,-33.8688,151.2093,3756.0,2989.0,49.0,2020-07-30
631547,Australia,Northern Territory,-12.4634,130.8456,31.0,30.0,0.0,2020-07-30
631597,Australia,Queensland,-27.4698,153.0251,1083.0,1066.0,6.0,2020-07-30
631655,Australia,South Australia,-34.9285,138.6007,449.0,441.0,4.0,2020-07-30
631668,Australia,Tasmania,-42.8821,147.3272,229.0,215.0,13.0,2020-07-30
631719,Australia,Victoria,-37.8136,144.9631,10577.0,4259.0,112.0,2020-07-30
631730,Australia,Western Australia,-31.9505,115.8605,665.0,650.0,9.0,2020-07-30
635204,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-07-31
635472,Australia,New South Wales,-33.8688,151.2093,3773.0,2989.0,50.0,2020-07-31
635486,Australia,Northern Territory,-12.4634,130.8456,33.0,30.0,0.0,2020-07-31
635536,Australia,Queensland,-27.4698,153.0251,1084.0,1066.0,6.0,2020-07-31
635594,Australia,South Australia,-34.9285,138.6007,451.0,443.0,4.0,2020-07-31
635607,Australia,Tasmania,-42.8821,147.3272,229.0,216.0,13.0,2020-07-31
635659,Australia,Victoria,-37.8136,144.9631,10931.0,4479.0,116.0,2020-07-31
635670,Australia,Western Australia,-31.9505,115.8605,666.0,650.0,9.0,2020-07-31
639141,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-01
639409,Australia,New South Wales,-33.8688,151.2093,3784.0,2991.0,50.0,2020-08-01
639423,Australia,Northern Territory,-12.4634,130.8456,33.0,30.0,0.0,2020-08-01
639473,Australia,Queensland,-27.4698,153.0251,1085.0,1066.0,6.0,2020-08-01
639531,Australia,South Australia,-34.9285,138.6007,453.0,443.0,4.0,2020-08-01
639544,Australia,Tasmania,-42.8821,147.3272,229.0,216.0,13.0,2020-08-01
639596,Australia,Victoria,-37.8136,144.9631,11557.0,4696.0,123.0,2020-08-01
639607,Australia,Western Australia,-31.9505,115.8605,641.0,652.0,9.0,2020-08-01
643078,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-02
643346,Australia,New South Wales,-33.8688,151.2093,3797.0,2991.0,50.0,2020-08-02
643360,Australia,Northern Territory,-12.4634,130.8456,33.0,30.0,0.0,2020-08-02
643410,Australia,Queensland,-27.4698,153.0251,1085.0,1067.0,6.0,2020-08-02
643468,Australia,South Australia,-34.9285,138.6007,455.0,443.0,4.0,2020-08-02
643481,Australia,Tasmania,-42.8821,147.3272,229.0,216.0,13.0,2020-08-02
643533,Australia,Victoria,-37.8136,144.9631,11937.0,5111.0,136.0,2020-08-02
643544,Australia,Western Australia,-31.9505,115.8605,669.0,654.0,9.0,2020-08-02
647015,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-03
647283,Australia,New South Wales,-33.8688,151.2093,3809.0,2992.0,50.0,2020-08-03
647297,Australia,Northern Territory,-12.4634,130.8456,33.0,30.0,0.0,2020-08-03
647347,Australia,Queensland,-27.4698,153.0251,1085.0,1067.0,6.0,2020-08-03
647405,Australia,South Australia,-34.9285,138.6007,457.0,443.0,4.0,2020-08-03
647418,Australia,Tasmania,-42.8821,147.3272,229.0,216.0,13.0,2020-08-03
647470,Australia,Victoria,-37.8136,144.9631,12335.0,5111.0,147.0,2020-08-03
647481,Australia,Western Australia,-31.9505,115.8605,669.0,654.0,9.0,2020-08-03
650952,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-04
651220,Australia,New South Wales,-33.8688,151.2093,3820.0,2994.0,50.0,2020-08-04
651234,Australia,Northern Territory,-12.4634,130.8456,33.0,30.0,0.0,2020-08-04
651284,Australia,Queensland,-27.4698,153.0251,1088.0,1069.0,6.0,2020-08-04
651342,Australia,South Australia,-34.9285,138.6007,457.0,443.0,4.0,2020-08-04
651355,Australia,Tasmania,-42.8821,147.3272,229.0,216.0,13.0,2020-08-04
651407,Australia,Victoria,-37.8136,144.9631,13035.0,5283.0,162.0,2020-08-04
651418,Australia,Western Australia,-31.9505,115.8605,670.0,654.0,9.0,2020-08-04
654893,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-05
655161,Australia,New South Wales,-33.8688,151.2093,3832.0,2994.0,50.0,2020-08-05
655175,Australia,Northern Territory,-12.4634,130.8456,33.0,30.0,0.0,2020-08-05
655225,Australia,Queensland,-27.4698,153.0251,1088.0,1069.0,6.0,2020-08-05
655283,Australia,South Australia,-34.9285,138.6007,456.0,444.0,4.0,2020-08-05
655296,Australia,Tasmania,-42.8821,147.3272,229.0,216.0,13.0,2020-08-05
655348,Australia,Victoria,-37.8136,144.9631,13469.0,5424.0,170.0,2020-08-05
655359,Australia,Western Australia,-31.9505,115.8605,670.0,654.0,9.0,2020-08-05
658835,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-06
659103,Australia,New South Wales,-33.8688,151.2093,3842.0,2994.0,50.0,2020-08-06
659117,Australia,Northern Territory,-12.4634,130.8456,33.0,30.0,0.0,2020-08-06
659167,Australia,Queensland,-27.4698,153.0251,1087.0,1069.0,6.0,2020-08-06
659225,Australia,South Australia,-34.9285,138.6007,459.0,445.0,4.0,2020-08-06
659238,Australia,Tasmania,-42.8821,147.3272,229.0,216.0,13.0,2020-08-06
659290,Australia,Victoria,-37.8136,144.9631,13867.0,5628.0,181.0,2020-08-06
659301,Australia,Western Australia,-31.9505,115.8605,642.0,627.0,9.0,2020-08-06
662777,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-07
663045,Australia,New South Wales,-33.8688,151.2093,3851.0,2994.0,50.0,2020-08-07
663059,Australia,Northern Territory,-12.4634,130.8456,33.0,30.0,0.0,2020-08-07
663109,Australia,Queensland,-27.4698,153.0251,1088.0,1071.0,6.0,2020-08-07
663167,Australia,South Australia,-34.9285,138.6007,459.0,445.0,4.0,2020-08-07
663180,Australia,Tasmania,-42.8821,147.3272,229.0,216.0,13.0,2020-08-07
663232,Australia,Victoria,-37.8136,144.9631,14283.0,6066.0,193.0,2020-08-07
663243,Australia,Western Australia,-31.9505,115.8605,642.0,628.0,9.0,2020-08-07
666719,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-08
666987,Australia,New South Wales,-33.8688,151.2093,3861.0,2994.0,50.0,2020-08-08
667001,Australia,Northern Territory,-12.4634,130.8456,33.0,30.0,0.0,2020-08-08
667051,Australia,Queensland,-27.4698,153.0251,1088.0,1071.0,6.0,2020-08-08
667109,Australia,South Australia,-34.9285,138.6007,459.0,446.0,4.0,2020-08-08
667122,Australia,Tasmania,-42.8821,147.3272,229.0,216.0,13.0,2020-08-08
667174,Australia,Victoria,-37.8136,144.9631,14659.0,6378.0,210.0,2020-08-08
667185,Australia,Western Australia,-31.9505,115.8605,642.0,629.0,9.0,2020-08-08
670661,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-09
670929,Australia,New South Wales,-33.8688,151.2093,3875.0,2994.0,50.0,2020-08-09
670943,Australia,Northern Territory,-12.4634,130.8456,33.0,30.0,0.0,2020-08-09
670993,Australia,Queensland,-27.4698,153.0251,1089.0,1072.0,6.0,2020-08-09
671051,Australia,South Australia,-34.9285,138.6007,459.0,447.0,4.0,2020-08-09
671064,Australia,Tasmania,-42.8821,147.3272,229.0,216.0,13.0,2020-08-09
671116,Australia,Victoria,-37.8136,144.9631,14957.0,6378.0,228.0,2020-08-09
671127,Australia,Western Australia,-31.9505,115.8605,642.0,629.0,9.0,2020-08-09
674603,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-10
674871,Australia,New South Wales,-33.8688,151.2093,3897.0,2994.0,50.0,2020-08-10
674885,Australia,Northern Territory,-12.4634,130.8456,33.0,30.0,0.0,2020-08-10
674935,Australia,Queensland,-27.4698,153.0251,1089.0,1075.0,6.0,2020-08-10
674993,Australia,South Australia,-34.9285,138.6007,459.0,447.0,4.0,2020-08-10
675006,Australia,Tasmania,-42.8821,147.3272,229.0,216.0,13.0,2020-08-10
675058,Australia,Victoria,-37.8136,144.9631,15251.0,6642.0,246.0,2020-08-10
675069,Australia,Western Australia,-31.9505,115.8605,642.0,630.0,9.0,2020-08-10
675269,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-11
675270,Australia,New South Wales,-33.8688,151.2093,3915.0,2994.0,50.0,2020-08-11
675271,Australia,Northern Territory,-12.4634,130.8456,33.0,31.0,0.0,2020-08-11
675272,Australia,Queensland,-27.4698,153.0251,1089.0,1076.0,6.0,2020-08-11
675273,Australia,South Australia,-34.9285,138.6007,459.0,447.0,4.0,2020-08-11
675274,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-11
675275,Australia,Victoria,-37.8136,144.9631,15646.0,6889.0,267.0,2020-08-11
675276,Australia,Western Australia,-31.9505,115.8605,642.0,632.0,9.0,2020-08-11
679213,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-12
679214,Australia,New South Wales,-33.8688,151.2093,3927.0,2994.0,51.0,2020-08-12
679215,Australia,Northern Territory,-12.4634,130.8456,33.0,31.0,0.0,2020-08-12
679216,Australia,Queensland,-27.4698,153.0251,1089.0,1076.0,6.0,2020-08-12
679217,Australia,South Australia,-34.9285,138.6007,459.0,449.0,4.0,2020-08-12
679218,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-12
679219,Australia,Victoria,-37.8136,144.9631,15863.0,7271.0,275.0,2020-08-12
679220,Australia,Western Australia,-31.9505,115.8605,644.0,632.0,9.0,2020-08-12
683157,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-13
683158,Australia,New South Wales,-33.8688,151.2093,3936.0,2994.0,51.0,2020-08-13
683159,Australia,Northern Territory,-12.4634,130.8456,33.0,31.0,0.0,2020-08-13
683160,Australia,Queensland,-27.4698,153.0251,1091.0,1076.0,6.0,2020-08-13
683161,Australia,South Australia,-34.9285,138.6007,460.0,449.0,4.0,2020-08-13
683162,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-13
683163,Australia,Victoria,-37.8136,144.9631,16234.0,7493.0,289.0,2020-08-13
683164,Australia,Western Australia,-31.9505,115.8605,645.0,632.0,9.0,2020-08-13
687103,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-14
687104,Australia,New South Wales,-33.8688,151.2093,3945.0,2994.0,51.0,2020-08-14
687105,Australia,Northern Territory,-12.4634,130.8456,33.0,31.0,0.0,2020-08-14
687106,Australia,Queensland,-27.4698,153.0251,1091.0,1079.0,6.0,2020-08-14
687107,Australia,South Australia,-34.9285,138.6007,460.0,449.0,4.0,2020-08-14
687108,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-14
687109,Australia,Victoria,-37.8136,144.9631,16517.0,8121.0,293.0,2020-08-14
687110,Australia,Western Australia,-31.9505,115.8605,646.0,632.0,9.0,2020-08-14
691049,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-15
691050,Australia,New South Wales,-33.8688,151.2093,3950.0,2994.0,52.0,2020-08-15
691051,Australia,Northern Territory,-12.4634,130.8456,33.0,33.0,0.0,2020-08-15
691052,Australia,Queensland,-27.4698,153.0251,1091.0,1079.0,6.0,2020-08-15
691053,Australia,South Australia,-34.9285,138.6007,460.0,449.0,4.0,2020-08-15
691054,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-15
691055,Australia,Victoria,-37.8136,144.9631,16764.0,8121.0,309.0,2020-08-15
691056,Australia,Western Australia,-31.9505,115.8605,646.0,633.0,9.0,2020-08-15
694995,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-16
694996,Australia,New South Wales,-33.8688,151.2093,3957.0,2994.0,52.0,2020-08-16
694997,Australia,Northern Territory,-12.4634,130.8456,33.0,33.0,0.0,2020-08-16
694998,Australia,Queensland,-27.4698,153.0251,1091.0,1079.0,6.0,2020-08-16
694999,Australia,South Australia,-34.9285,138.6007,461.0,450.0,4.0,2020-08-16
695000,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-16
695001,Australia,Victoria,-37.8136,144.9631,17027.0,8570.0,334.0,2020-08-16
695002,Australia,Western Australia,-31.9505,115.8605,646.0,633.0,9.0,2020-08-16
698941,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-17
698942,Australia,New South Wales,-33.8688,151.2093,3959.0,2994.0,52.0,2020-08-17
698943,Australia,Northern Territory,-12.4634,130.8456,33.0,33.0,0.0,2020-08-17
698944,Australia,Queensland,-27.4698,153.0251,1091.0,1079.0,6.0,2020-08-17
698945,Australia,South Australia,-34.9285,138.6007,462.0,450.0,4.0,2020-08-17
698946,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-17
698947,Australia,Victoria,-37.8136,144.9631,17238.0,9023.0,351.0,2020-08-17
698948,Australia,Western Australia,-31.9505,115.8605,647.0,633.0,9.0,2020-08-17
702889,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-18
702890,Australia,New South Wales,-33.8688,151.2093,3966.0,2994.0,52.0,2020-08-18
702891,Australia,Northern Territory,-12.4634,130.8456,33.0,33.0,0.0,2020-08-18
702892,Australia,Queensland,-27.4698,153.0251,1092.0,1079.0,6.0,2020-08-18
702893,Australia,South Australia,-34.9285,138.6007,462.0,451.0,4.0,2020-08-18
702894,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-18
702895,Australia,Victoria,-37.8136,144.9631,17446.0,9413.0,363.0,2020-08-18
702896,Australia,Western Australia,-31.9505,115.8605,647.0,633.0,9.0,2020-08-18
706837,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-19
706838,Australia,New South Wales,-33.8688,151.2093,3971.0,2995.0,52.0,2020-08-19
706839,Australia,Northern Territory,-12.4634,130.8456,33.0,33.0,0.0,2020-08-19
706840,Australia,Queensland,-27.4698,153.0251,1093.0,1081.0,6.0,2020-08-19
706841,Australia,South Australia,-34.9285,138.6007,462.0,452.0,4.0,2020-08-19
706842,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-19
706843,Australia,Victoria,-37.8136,144.9631,17683.0,9729.0,376.0,2020-08-19
706844,Australia,Western Australia,-31.9505,115.8605,651.0,633.0,9.0,2020-08-19
710787,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-20
710788,Australia,New South Wales,-33.8688,151.2093,3972.0,2994.0,52.0,2020-08-20
710789,Australia,Northern Territory,-12.4634,130.8456,33.0,33.0,0.0,2020-08-20
710790,Australia,Queensland,-27.4698,153.0251,1094.0,1082.0,6.0,2020-08-20
710791,Australia,South Australia,-34.9285,138.6007,462.0,452.0,4.0,2020-08-20
710792,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-20
710793,Australia,Victoria,-37.8136,144.9631,17852.0,12334.0,385.0,2020-08-20
710794,Australia,Western Australia,-31.9505,115.8605,651.0,633.0,9.0,2020-08-20
714737,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-21
714738,Australia,New South Wales,-33.8688,151.2093,3981.0,2994.0,52.0,2020-08-21
714739,Australia,Northern Territory,-12.4634,130.8456,33.0,33.0,0.0,2020-08-21
714740,Australia,Queensland,-27.4698,153.0251,1103.0,1082.0,6.0,2020-08-21
714741,Australia,South Australia,-34.9285,138.6007,462.0,452.0,4.0,2020-08-21
714742,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-21
714743,Australia,Victoria,-37.8136,144.9631,18029.0,12940.0,398.0,2020-08-21
714744,Australia,Western Australia,-31.9505,115.8605,651.0,633.0,9.0,2020-08-21
718687,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-22
718688,Australia,New South Wales,-33.8688,151.2093,3985.0,2994.0,52.0,2020-08-22
718689,Australia,Northern Territory,-12.4634,130.8456,33.0,33.0,0.0,2020-08-22
718690,Australia,Queensland,-27.4698,153.0251,1105.0,1082.0,6.0,2020-08-22
718691,Australia,South Australia,-34.9285,138.6007,462.0,452.0,4.0,2020-08-22
718692,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-22
718693,Australia,Victoria,-37.8136,144.9631,18231.0,13239.0,415.0,2020-08-22
718694,Australia,Western Australia,-31.9505,115.8605,652.0,634.0,9.0,2020-08-22
722638,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-23
722639,Australia,New South Wales,-33.8688,151.2093,3988.0,2994.0,52.0,2020-08-23
722640,Australia,Northern Territory,-12.4634,130.8456,33.0,33.0,0.0,2020-08-23
722641,Australia,Queensland,-27.4698,153.0251,1106.0,1082.0,6.0,2020-08-23
722642,Australia,South Australia,-34.9285,138.6007,463.0,456.0,4.0,2020-08-23
722643,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-23
722644,Australia,Victoria,-37.8136,144.9631,18330.0,13708.0,430.0,2020-08-23
722645,Australia,Western Australia,-31.9505,115.8605,652.0,634.0,9.0,2020-08-23
726589,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-24
726590,Australia,New South Wales,-33.8688,151.2093,3991.0,2994.0,52.0,2020-08-24
726591,Australia,Northern Territory,-12.4634,130.8456,33.0,33.0,0.0,2020-08-24
726592,Australia,Queensland,-27.4698,153.0251,1106.0,1082.0,6.0,2020-08-24
726593,Australia,South Australia,-34.9285,138.6007,463.0,456.0,4.0,2020-08-24
726594,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-24
726595,Australia,Victoria,-37.8136,144.9631,18464.0,14077.0,438.0,2020-08-24
726596,Australia,Western Australia,-31.9505,115.8605,653.0,635.0,9.0,2020-08-24
730540,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-25
730541,Australia,New South Wales,-33.8688,151.2093,3997.0,2994.0,52.0,2020-08-25
730542,Australia,Northern Territory,-12.4634,130.8456,33.0,33.0,0.0,2020-08-25
730543,Australia,Queensland,-27.4698,153.0251,1107.0,1083.0,6.0,2020-08-25
730544,Australia,South Australia,-34.9285,138.6007,463.0,456.0,4.0,2020-08-25
730545,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-25
730546,Australia,Victoria,-37.8136,144.9631,18608.0,14572.0,462.0,2020-08-25
730547,Australia,Western Australia,-31.9505,115.8605,653.0,636.0,9.0,2020-08-25
734491,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-26
734492,Australia,New South Wales,-33.8688,151.2093,4006.0,2994.0,52.0,2020-08-26
734493,Australia,Northern Territory,-12.4634,130.8456,33.0,33.0,0.0,2020-08-26
734494,Australia,Queensland,-27.4698,153.0251,1110.0,1083.0,6.0,2020-08-26
734495,Australia,South Australia,-34.9285,138.6007,463.0,456.0,4.0,2020-08-26
734496,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-26
734497,Australia,Victoria,-37.8136,144.9631,18714.0,14572.0,485.0,2020-08-26
734498,Australia,Western Australia,-31.9505,115.8605,653.0,637.0,9.0,2020-08-26
738442,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-27
738443,Australia,New South Wales,-33.8688,151.2093,4019.0,2994.0,52.0,2020-08-27
738444,Australia,Northern Territory,-12.4634,130.8456,33.0,33.0,0.0,2020-08-27
738445,Australia,Queensland,-27.4698,153.0251,1113.0,1084.0,6.0,2020-08-27
738446,Australia,South Australia,-34.9285,138.6007,463.0,456.0,4.0,2020-08-27
738447,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-27
738448,Australia,Victoria,-37.8136,144.9631,18822.0,14837.0,496.0,2020-08-27
738449,Australia,Western Australia,-31.9505,115.8605,655.0,637.0,9.0,2020-08-27
742393,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-28
742394,Australia,New South Wales,-33.8688,151.2093,4033.0,2994.0,52.0,2020-08-28
742395,Australia,Northern Territory,-12.4634,130.8456,33.0,33.0,0.0,2020-08-28
742396,Australia,Queensland,-27.4698,153.0251,1117.0,1084.0,6.0,2020-08-28
742397,Australia,South Australia,-34.9285,138.6007,463.0,458.0,4.0,2020-08-28
742398,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-28
742399,Australia,Victoria,-37.8136,144.9631,18903.0,15101.0,513.0,2020-08-28
742400,Australia,Western Australia,-31.9505,115.8605,655.0,637.0,9.0,2020-08-28
746344,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-29
746345,Australia,New South Wales,-33.8688,151.2093,4040.0,2994.0,52.0,2020-08-29
746346,Australia,Northern Territory,-12.4634,130.8456,33.0,33.0,0.0,2020-08-29
746347,Australia,Queensland,-27.4698,153.0251,1121.0,1084.0,6.0,2020-08-29
746348,Australia,South Australia,-34.9285,138.6007,463.0,458.0,4.0,2020-08-29
746349,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-29
746350,Australia,Victoria,-37.8136,144.9631,19015.0,15324.0,524.0,2020-08-29
746351,Australia,Western Australia,-31.9505,115.8605,655.0,641.0,9.0,2020-08-29
750295,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-30
750296,Australia,New South Wales,-33.8688,151.2093,4050.0,2994.0,52.0,2020-08-30
750297,Australia,Northern Territory,-12.4634,130.8456,33.0,33.0,0.0,2020-08-30
750298,Australia,Queensland,-27.4698,153.0251,1122.0,1084.0,6.0,2020-08-30
750299,Australia,South Australia,-34.9285,138.6007,463.0,458.0,4.0,2020-08-30
750300,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-30
750301,Australia,Victoria,-37.8136,144.9631,19080.0,15580.0,565.0,2020-08-30
750302,Australia,Western Australia,-31.9505,115.8605,655.0,641.0,9.0,2020-08-30
754246,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-08-31
754247,Australia,New South Wales,-33.8688,151.2093,4063.0,2994.0,52.0,2020-08-31
754248,Australia,Northern Territory,-12.4634,130.8456,33.0,33.0,0.0,2020-08-31
754249,Australia,Queensland,-27.4698,153.0251,1124.0,1084.0,6.0,2020-08-31
754250,Australia,South Australia,-34.9285,138.6007,463.0,458.0,4.0,2020-08-31
754251,Australia,Tasmania,-42.8821,147.3272,230.0,216.0,13.0,2020-08-31
754252,Australia,Victoria,-37.8136,144.9631,19138.0,15814.0,570.0,2020-08-31
754253,Australia,Western Australia,-31.9505,115.8605,655.0,641.0,9.0,2020-08-31
758201,Australia,Australian Capital Territory,-35.4735,149.0124,113.0,110.0,3.0,2020-09-01
758202,Australia,New South Wales,-33.8688,151.2093,4079.0,2994.0,52.0,2020-09-01
